CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary
15716023,Pearson,693,France,Male,31,1,182270.88
15647782,Brown,729,Germany,Male,36,8,177130.33
15716609,L?,484,Germany,Male,54,3,"499,54.79"
15623791,Padovesi,632,Spain,Female,40,3,141896.74
15627262,Soto,536,Germany,Male,23,6,120661.71
15652693,Greco,573,France,Female,26,4,149814.68
15586993,Giordano,655,Spain,Female,56,5,"417,82.7"
15815560,Bogle,666,Germany,Male,74,7,"461,72.47"
15584930,Grimmett,726,Germany,Male,30,5,"270,4.09"
15799031,Ayers,523,France,Male,39,3,"672,6.53"
15810457,Miller,728,Germany,Female,33,9,170764.08
15697879,Webb,701,France,Male,30,3,"457,42.42"
15594902,Lombardi,518,France,Male,38,3,162304.59
15799710,Wei,739,France,Male,37,7,"808,83.82"
15659651,Ross,531,Germany,Female,31,7,118508.09
15645956,Jideofor,452,Spain,Male,44,3,"696,97.74"
15651713,King,684,France,Male,45,6,183575.01
15737265,Nwokeocha,728,Germany,Male,39,6,161203.60
15687310,Humphries,783,Spain,Male,39,9,143752.77
15607347,Olisaemeka,734,France,Male,22,5,121894.31
15698321,Yobanna,648,Germany,Male,34,3,147055.87
15657812,Ch'iu,688,France,Male,52,1,172033.57
15569187,Fleming,680,Spain,Male,35,9,143774.06
15681562,Trevisan,516,France,Female,43,2,139366.58
15615456,Aleksandrova,680,France,Female,37,10,"817,76.84"
15589793,Onwuamaeze,604,France,Male,53,8,190998.96
15781884,Knox,624,Germany,Male,27,9,"447,0.52"
15675190,Chia,623,France,Male,21,10,135851.30
15600734,Townsend,624,Spain,Male,51,5,172372.63
15779176,Dike,565,Germany,Female,58,3,135875.51
15605286,Moyes,565,France,Male,55,4,128124.70
15674922,Beavers,710,France,Male,54,6,167023.95
15737506,Tretiakova,645,France,Male,42,6,149807.01
15780514,Fuller,707,France,Male,33,8,"542,90.62"
15623647,Dellucci,655,Spain,Female,36,1,"860,13.96"
15668472,Ritchie,705,Spain,Female,24,5,"798,86.06"
15692416,Aikenhead,358,Spain,Female,52,8,141959.11
15771139,Douglas,578,Germany,Male,34,8,"666,80.77"
15738318,Kung,800,France,Female,40,5,"986,40.15"
15772243,MacDonald,612,France,Female,33,9,142797.50
15638463,Okwudilichukwu,681,Germany,Female,48,8,163581.67
15598088,Ni,559,Spain,Male,25,5,163221.22
15693468,Simmons,488,Spain,Female,39,9,"124,40.44"
15671930,H?,717,France,Female,36,5,145551.60
15762268,Hancock,666,France,Female,41,10,"509,08.48"
15780954,Cran,582,Spain,Male,26,4,"301,49.21"
15700174,McKay,733,Spain,Female,30,0,"577,69.2"
15635728,P'an,693,France,Male,41,4,156381.47
15679283,Parkhill,694,France,Female,33,4,178123.86
15591386,Golubova,622,France,Female,35,5,"511,12.8"
15694192,Nwankwo,598,Spain,Female,38,6,173783.38
15585901,Johnson,717,Spain,Male,35,1,174770.14
15792329,Mao,494,Germany,Male,37,5,172063.09
15635597,Echezonachukwu,644,France,Male,33,8,155294.17
15775880,McElyea,554,France,Female,30,9,"403,20.3"
15630913,Rosas,476,Spain,Female,69,1,134260.34
15756680,Phillips,667,France,Male,28,6,147090.90
15587913,Palerma,748,Spain,Female,40,4,132368.47
15737605,Morris,531,Spain,Female,45,1,164741.50
15627876,Pavlova,719,Spain,Female,47,9,"630,51.32"
15772601,Lu,845,Germany,Female,41,2,199761.29
15758606,Yamamoto,738,France,Male,54,4,"557,25.04"
15657107,Angelo,563,Spain,Female,46,8,163145.50
15622454,Zaitsev,695,Spain,Male,28,0,"579,92.49"
15775803,Cawker,841,Spain,Male,41,1,193093.77
15570859,Froggatt,626,Germany,Male,36,2,"575,31.14"
15748381,Gorbunov,613,France,Female,29,6,"772,42.19"
15787189,Tai,824,Germany,Male,60,8,153046.16
15666055,Rowe,705,France,Female,49,7,"634,05.2"
15617648,Mikkelsen,584,France,Female,44,5,106564.88
15755678,Kovalyov,534,France,Male,62,2,"427,63.12"
15624781,Mbanefo,672,France,Female,34,1,168753.34
15779497,Ts'ai,603,France,Male,43,5,"194,83.35"
15567399,Enderby,633,Germany,Male,43,3,158646.46
15613656,Lombardi,842,France,Male,58,1,"831,72.19"
15734311,Hamilton,661,France,Female,27,3,"768,89.79"
15657214,Hsia,601,France,Male,74,2,"515,54.58"
15799350,Mao,632,France,Male,41,0,105570.39
15729970,Ugochukwu,684,Germany,Male,29,8,"794,95.01"
15725835,West,785,Germany,Female,32,3,"525,83.79"
15745543,Hughes,687,France,Male,39,7,"268,48.25"
15727384,Chukwuemeka,705,Germany,Female,43,10,"100,72.55"
15666916,Lira,639,France,Male,43,6,187296.78
15732917,Li,729,Germany,Male,46,5,104016.61
15612050,Castiglione,556,Spain,Female,48,8,151310.16
15726267,Paterson,570,France,Male,32,9,"628,10.91"
15780124,Blair,841,France,Male,74,9,"608,30.38"
15742238,Dellucci,705,Germany,Male,35,4,116672.02
15679024,Udinesi,553,France,Male,32,3,"773,04.49"
15715297,Yuan,779,Germany,Female,40,2,"528,94.01"
15633612,Yuryeva,696,France,Male,28,4,116471.43
15602929,Wilson,728,Spain,Female,37,4,"453,9.38"
15696703,Dean,691,Germany,Male,27,3,142367.72
15756668,Ross,706,France,Male,30,3,110520.48
15565779,Kent,627,Germany,Female,30,6,188258.49
15795519,Vasiliev,716,Germany,Female,18,3,197322.13
15761477,Golibe,501,Germany,Male,24,4,"802,41.14"
15731890,Chukwukere,601,France,Male,41,1,172814.99
15633043,Fedorova,545,Spain,Female,39,6,"384,10.74"
15752953,Chien,634,France,Male,45,9,"176,22.82"
15603088,Rossi,451,Spain,Female,23,9,"480,21.71"
15606613,Samson,655,France,Female,59,7,"889,58.49"
15635939,Fenton,458,France,Female,39,9,116343.09
15666043,Mackey,520,France,Male,33,4,166102.61
15746190,Payton,624,Spain,Female,28,2,104353.26
15591357,Cowger,765,France,Male,51,3,115429.32
15658716,Banks,667,Germany,Female,37,5,178106.34
15679909,Pugliesi,665,Spain,Male,41,8,132152.32
15634262,Fantin,709,Germany,Male,34,4,"215,21.38"
15799825,Bentley,583,France,Female,44,8,"274,31.62"
15756875,Freeman,782,Spain,Male,34,6,"421,43.61"
15678146,Wong,668,Spain,Female,24,7,106457.11
15710743,Onwuamaeze,621,France,Male,47,0,133831.37
15595831,Shen,579,Germany,Female,64,6,164083.72
15626684,Huang,547,France,Female,38,5,159207.34
15709846,Yeh,840,France,Female,39,1,"844,87.62"
15635459,Shih,667,Germany,Female,27,3,"367,4.71"
15642544,Henderson,723,France,Male,34,5,"120,92.03"
15566494,Fang,487,France,Male,45,2,"774,75.73"
15655238,Dellucci,668,France,Female,31,9,"412,91.73"
15733429,Chou,520,Germany,Male,34,8,"343,.38"
15814536,Conti,549,France,Male,37,2,"474,32.43"
15771702,Roberts,567,France,Female,35,5,127827.18
15723008,Lo Duca,720,France,Female,45,1,"356,33.15"
15797160,Glover,492,France,Female,49,8,182865.09
15792222,Johnstone,712,France,Female,37,1,169386.81
15644765,Ashton,689,Germany,Male,26,4,149073.88
15610686,Melton,850,France,Male,63,8,184107.26
15730868,Marshall,747,France,Male,41,5,"227,50.17"
15705991,Kenenna,469,Germany,Male,38,9,"119,50.29"
15577078,Zakharov,539,Spain,Male,38,6,152880.07
15679550,Chukwualuka,743,France,Male,32,9,175252.78
15787655,Chu,707,France,Male,47,3,174303.29
15668081,Capon,581,Spain,Female,50,4,"807,01.72"
15747980,Cattaneo,737,Spain,Male,38,6,198516.20
15710295,Patrick,445,Germany,Female,38,6,175756.36
15724443,Taylor,703,Germany,Female,29,3,"828,24.08"
15571305,Stephenson,588,Germany,Female,35,1,179866.01
15569503,Yeh,765,France,Male,44,6,159899.97
15581840,DeRose,626,France,Male,33,8,138504.28
15772262,Vavilov,545,Germany,Male,37,9,127394.67
15767794,Browne,744,France,Male,31,9,"589,61.49"
15629338,Collingridge de Tourcey,658,Spain,Female,31,2,103644.98
15790379,Rowe,629,Germany,Male,28,8,119647.70
15750684,Jibunoh,719,France,Female,42,4,"284,65.86"
15697214,Korovin,686,Spain,Female,36,5,152979.14
15711015,Hammonds,743,France,Male,36,4,190911.02
15573309,Ward,626,Spain,Female,48,2,"957,94.98"
15805303,Olisanugo,661,Germany,Male,44,1,189742.78
15741385,Gallop,710,Germany,Male,45,9,188574.08
15780254,Gartrell,654,France,Male,40,6,183872.88
15744843,K'ung,569,Spain,Female,34,6,196555.32
15815626,Oluchi,640,France,Male,63,2,112503.24
15784736,Jamieson,562,France,Male,45,6,"468,64.0"
15813412,Barlow,721,France,Female,55,3,"658,64.4"
15809143,White,456,Germany,Male,32,9,125167.92
15617617,Stewart,811,Spain,Male,39,7,177519.39
15779738,Buccho,534,France,Male,24,1,169653.32
15668669,Benson,423,France,Female,36,5,118372.55
15687477,Thompson,594,Germany,Male,28,5,"164,81.12"
15578908,Todd,725,Spain,Female,32,0,138525.19
15687658,Burgin,716,France,Female,52,7,"146,08.0"
15615020,Nnaife,595,Germany,Female,41,9,"815,48.38"
15608886,Okwudiliolisa,679,France,Female,33,1,"696,08.48"
15602551,Johnson,667,Spain,Male,39,9,"688,73.8"
15672945,Parkes,661,France,Female,37,5,"811,02.81"
15757408,Lo,655,Spain,Male,38,3,"810,54.0"
15806132,Martin,555,France,Male,55,4,"741,49.77"
15813022,Kapustina,531,Spain,Male,70,1,"995,03.19"
15673578,Page,611,Germany,Female,40,7,"101,09.47"
15757916,Amaechi,600,France,Female,38,9,"588,55.85"
15689168,Munro,531,Spain,Male,37,1,"844,02.46"
15769216,Panicucci,601,France,Female,43,2,"497,13.87"
15593295,Greathouse,548,France,Male,57,6,133537.53
15804814,Ts'ui,759,France,Male,40,4,124615.59
15778934,Napolitani,678,Spain,Female,49,8,"980,90.69"
15802351,Beers,755,Germany,Female,33,6,"426,07.69"
15630241,Tretyakova,594,France,Male,61,3,192434.11
15719561,Lin,768,France,Male,42,5,"606,86.4"
15615096,Costa,492,France,Female,31,7,"494,63.44"
15659931,Ibezimako,637,Germany,Female,55,1,"814,31.99"
15714586,Marcelo,646,Spain,Female,42,3,"229,09.56"
15634949,Hay,593,Germany,Male,74,5,"655,32.17"
15589224,Moore,596,Spain,Male,41,5,141053.85
15795990,Lumholtz,722,Germany,Female,48,10,"347,2.63"
15603216,Simpson,642,France,Male,25,7,102083.78
15631201,Hill,472,Spain,Female,28,4,"180,1.77"
15686255,Mouzon,738,Germany,Male,35,6,"851,85.44"
15746594,Wu,732,Spain,Male,33,8,119882.70
15718893,Pirozzi,404,Germany,Female,54,4,"837,15.66"
15671609,Ibeabuchi,701,France,Male,44,7,"234,25.78"
15652540,Garnsey,683,France,Male,31,2,"773,26.78"
15774857,Synnot,460,France,Female,27,7,156150.08
15791836,Wildman,690,France,Male,29,5,108577.97
15651554,Anenechukwu,618,Germany,Female,54,4,133573.29
15583576,Tai,671,France,Male,30,2,102057.86
15732740,Plant,765,Spain,Female,32,9,"472,47.56"
15723320,Azubuike,651,Germany,Female,25,2,114566.47
15603851,Galkin,704,France,Male,32,7,184464.70
15777923,Johnston,544,France,Female,45,6,151401.33
15735719,Babbage,790,France,Female,40,9,"706,07.1"
15703482,Walker,710,Germany,Male,34,9,147074.67
15605835,Rice,743,France,Male,37,8,105780.18
15664881,Norton,702,France,Male,34,4,109496.45
15757568,Bogolyubov,704,France,Female,45,6,137739.45
15792660,Gibbons,614,France,Male,38,2,105140.92
15599722,Chia,609,Spain,Female,43,6,113276.46
15726354,Smith,688,France,Female,32,6,172531.23
15610355,Hunter,713,France,Male,44,1,"643,75.4"
15704284,Ekechukwu,736,Germany,Male,57,9,"284,34.44"
15621893,Bellucci,727,France,Male,18,4,"469,41.41"
15588219,Ford,850,France,Female,38,1,"293,33.01"
15688619,Scott,718,Spain,Male,45,3,193724.51
15765518,Gregson,643,France,Female,51,2,"349,67.75"
15616931,Moore,653,France,Male,41,8,"556,63.85"
15758372,Wallace,674,France,Male,18,7,"557,53.12"
15782591,Cook,690,France,Male,35,6,176962.31
15612109,Speth,819,France,Male,38,9,181507.44
15613712,Boag,634,Spain,Male,34,1,"619,95.57"
15639322,Grave,633,Spain,Male,33,4,"983,49.13"
15594349,Streeten,850,France,Male,49,5,"597,48.19"
15574167,Fox,665,France,Male,33,2,159840.51
15811842,Artemyeva,630,Spain,Male,26,7,"665,6.64"
15648794,Giordano,836,Spain,Male,57,4,"371,41.62"
15771211,Perkins,668,France,Male,38,10,"370,94.75"
15588614,Walton,753,France,Male,57,7,159475.08
15630698,Hay,745,France,Female,55,9,"515,48.14"
15694200,Gardner,693,France,Male,36,8,"587,19.63"
15721426,Milne,606,Germany,Male,65,10,"786,1.68"
15725997,She,660,France,Female,35,6,"191,99.61"
15762138,Hu,608,France,Male,42,5,178504.29
15750649,Uwakwe,744,France,Female,44,3,189016.14
15685706,Bird,731,France,Female,40,7,156048.64
15641835,Anderson,683,France,Male,72,3,"528,76.41"
15586821,Bellew,727,France,Male,28,5,"196,53.08"
15569678,Cocci,561,Germany,Male,32,6,139451.98
15793842,Krichauff,700,France,Female,34,2,128136.29
15667554,Cameron,605,France,Male,35,6,"452,06.57"
15794479,Becker,767,Spain,Male,77,8,190146.83
15585041,Ainsworth,511,France,Male,33,7,158313.87
15780650,Biryukov,667,France,Male,40,9,"966,70.2"
15780846,Redding,787,France,Male,33,1,"621,63.53"
15805260,Wood,705,Germany,Female,56,2,"884,28.41"
15621629,Scott,773,Germany,Male,43,8,"359,08.46"
15662151,Gould,554,France,Male,40,4,168780.04
15747174,Hao,526,Germany,Male,58,9,191263.76
15651585,Power,661,Germany,Male,35,2,"830,52.03"
15649738,White,698,France,Female,46,0,125962.02
15633108,Thorpe,646,France,Male,26,4,164696.27
15769254,Tuan,757,Germany,Female,34,9,187011.96
15704746,Inman,699,Spain,Male,35,2,"553,24.49"
15637644,Hanson,667,France,Female,24,4,"343,35.55"
15609562,MacDonald,774,Spain,Female,43,1,"170,04.14"
15787459,Parkes,745,Spain,Male,40,3,116331.42
15762902,Stanley,649,France,Female,42,7,"229,74.01"
15738605,Fischer,634,Germany,Female,46,5,"497,25.16"
15724889,Chinweuba,665,Spain,Male,38,9,"874,12.74"
15730735,Henning,713,France,Male,38,9,"261,36.89"
15689147,Ogochukwu,652,France,Female,40,1,126554.96
15730397,Narelle,739,Spain,Male,40,1,193321.30
15762169,Bergman,556,Germany,Male,37,9,"909,28.02"
15589320,Sagese,699,Spain,Male,34,8,"765,10.46"
15799211,Anenechi,708,Spain,Female,32,8,120115.50
15798310,Palerma,480,France,Male,35,2,197984.58
15609998,Okwudilichukwu,700,Germany,Female,59,5,142977.05
15583548,Harrison,525,Spain,Female,47,6,"825,22.61"
15761763,Jamieson,845,France,Male,33,8,150664.97
15764409,Goodman,613,France,Male,37,9,114153.44
15710161,Ko,850,France,Female,34,2,171706.66
15735246,Norman,798,Spain,Female,58,9,119071.56
15791700,Ugochukwutubelum,773,Germany,Male,47,2,143007.49
15670753,Uvarova,614,Spain,Male,35,2,"313,02.35"
15573876,Chia,473,Spain,Male,48,8,"711,39.8"
15770174,Piazza,762,France,Male,29,6,"541,22.89"
15641114,Power,701,France,Male,37,8,120031.29
15682435,P'eng,600,France,Male,35,4,104076.51
15751788,Johnson,850,Spain,Male,28,9,175853.64
15672598,Walker,613,Spain,Male,30,9,175795.87
15762803,Innes,509,France,Male,31,3,"153,60.91"
15812982,Francis,509,Spain,Male,38,2,168460.12
15597901,Chidozie,609,France,Male,34,1,181177.90
15731507,Mackenzie,456,France,Female,33,1,"583,63.94"
15809826,Craigie,728,France,Female,46,2,"202,76.87"
15764237,Manfrin,663,Spain,Male,33,9,"915,14.62"
15769917,Onyekachi,673,Germany,Female,34,1,"767,03.1"
15641850,Pethard,717,France,Male,40,0,110887.14
15770974,Nwabugwu,741,Germany,Female,37,8,109843.16
15803749,DeRose,498,Germany,Female,41,4,"125,77.21"
15684999,Ch'eng,850,France,Female,26,4,179365.10
15770225,Padovesi,493,France,Male,36,9,"658,16.53"
15627484,Obielumani,686,France,Female,47,5,124170.90
15610337,Stephens,666,Spain,Male,35,2,175015.12
15752488,Emery,733,Spain,Female,31,9,115441.66
15610056,Dufresne,631,Germany,Female,34,6,128247.03
15806049,Lee,714,Germany,Female,49,5,141914.94
15736069,Hsing,767,Germany,Female,35,6,115566.57
15763662,Longo,711,Germany,Male,43,2,175423.69
15615575,Vial,722,France,Male,34,8,133447.49
15691723,Chukwudi,631,Spain,Male,55,9,114474.98
15774098,Grant,701,Germany,Male,38,3,"520,44.66"
15750808,Ma,790,Spain,Male,46,2,180290.68
15744368,Sun,633,Spain,Male,58,6,132034.13
15610594,Moss,644,France,Female,37,8,"209,68.88"
15756125,Booth,757,Spain,Male,44,5,158735.10
15623277,Ross,696,France,Female,30,8,196134.44
15795954,Ndukaku,746,France,Male,35,2,"223,74.97"
15671969,Pruneda,649,Spain,Male,36,8,161668.15
15791268,Neumann,565,Spain,Male,38,0,"673,39.34"
15713655,Calabrese,720,France,Female,38,10,"562,29.72"
15633930,Yobachukwu,648,Spain,Female,56,6,140991.23
15712849,Tung,632,Germany,Male,41,3,177644.52
15639077,Marchesi,622,France,Female,30,2,142342.55
15808784,Hess,835,France,Male,28,2,154559.28
15648577,Pickering,493,France,Female,31,3,176570.28
15670345,Mazzi,785,Germany,Female,33,6,191961.83
15633112,Madukaego,681,Germany,Male,42,3,"945,2.88"
15714397,Trentino,621,Germany,Female,30,2,165257.31
15780038,Paterson,756,Spain,Male,38,6,169763.89
15756305,Marchesi,515,France,Female,66,6,160663.11
15578799,Anayolisa,625,France,Female,58,10,192072.10
15800326,Poole,717,Spain,Female,39,6,"932,75.61"
15785485,Zhou,595,Germany,Female,41,2,112269.67
15783958,Bates,539,Spain,Female,37,1,"218,6.83"
15727546,Olejuru,762,France,Male,35,9,"430,75.7"
15739576,Bustard,706,Spain,Male,20,8,"123,68.11"
15631333,Wade,677,Spain,Female,25,8,"424,10.21"
15604782,Tan,733,Germany,Female,33,7,190430.81
15589643,Ngozichukwuka,684,Spain,Female,41,7,138394.37
15585533,Calabrese,679,France,Male,36,6,172501.38
15681506,Lane,478,Spain,Male,43,1,197916.43
15630551,Forbes,696,France,Male,33,2,"703,5.36"
15698349,Davy,686,Spain,Female,35,4,159676.55
15776631,Ma,466,France,Female,36,5,"806,03.99"
15762216,Barrera,686,France,Female,41,4,187599.80
15623927,Alexander,576,France,Male,55,9,"944,50.97"
15681402,Ngozichukwuka,763,Germany,Female,61,1,143981.27
15586264,Murray,572,France,Male,43,2,"264,50.57"
15594685,Hall,757,France,Female,49,2,164482.92
15812945,Padovesi,582,France,Female,29,0,"840,12.81"
15734628,Lysaght,623,France,Female,35,5,101192.08
15629323,Kelechi,617,Germany,Female,37,4,175324.74
15666823,Nebechi,425,France,Male,39,4,197226.32
15777553,Hanson,659,France,Female,56,9,"995,04.03"
15613097,Kao,605,France,Female,33,4,"837,00.66"
15622217,Tu,538,France,Female,38,8,"282,26.15"
15703588,Palerma,665,Germany,Male,25,5,"353,21.65"
15570835,Fallaci,491,Germany,Female,57,4,"412,29.73"
15679299,Shen,726,Spain,Female,27,7,"789,70.58"
15808044,Ts'ui,580,France,Female,65,9,107890.69
15579208,Chikezie,550,France,Female,48,6,191870.28
15684951,He,542,France,Female,59,2,"790,5.06"
15667620,Dreyer,732,France,Female,43,6,"657,31.53"
15582960,Short,473,France,Female,33,5,145698.73
15590730,Hunt,745,Spain,Male,34,9,"500,46.25"
15763747,Ricci,732,France,Male,36,7,"608,30.24"
15778320,Teng,848,Germany,Female,40,5,158853.98
15642787,Ijendu,572,France,Male,37,1,111243.09
15624633,Kibby,702,France,Male,45,9,171014.69
15766765,Obiuto,664,Germany,Male,39,7,170835.32
15783615,Ramos,630,Germany,Male,50,3,"477,75.34"
15640161,Calabrese,618,Germany,Male,44,5,139297.71
15619889,Vasin,556,France,Male,26,4,195167.38
15579166,Munro,619,France,Female,30,7,160948.87
15789097,Keeley,644,France,Male,48,8,"449,65.54"
15674880,Archer,658,Spain,Male,50,2,"521,37.73"
15778157,Murray,598,Spain,Male,27,8,109296.18
15779064,Chidiegwu,677,France,Male,27,2,"200,92.89"
15801265,Tang,689,Spain,Female,45,0,197804.00
15589204,Farrar,591,France,Male,33,9,118782.06
15664543,Shaw,699,France,Male,40,7,152876.13
15582714,Napolitani,749,Germany,Male,47,9,135655.29
15797595,Greenhalgh,709,France,Female,40,9,103970.58
15614034,Martin,607,Germany,Male,61,2,"357,86.76"
15763171,Hu,650,Germany,Female,25,2,"253,25.07"
15647266,Y?an,651,Spain,Female,45,10,"187,32.84"
15757577,Odili,676,France,Female,61,8,118522.73
15736656,H?,723,France,Female,49,4,"899,72.25"
15635078,Chiemela,714,Spain,Male,45,0,187194.15
15680141,Yuan,759,Spain,Female,35,7,106785.70
15576945,Clements,582,France,Male,29,0,142516.35
15602034,Kolesnikov,697,France,Female,34,2,"733,34.43"
15732020,Rutherford,610,Germany,Male,57,6,186612.47
15611029,Hsiung,488,Germany,Female,33,4,123613.81
15621210,Angelo,599,Germany,Male,46,9,"313,68.08"
15569222,Mendes,781,France,Male,32,6,"400,66.95"
15664639,McGregor,645,France,Male,19,9,175969.19
15724223,Bronner,545,France,Female,55,5,"100,34.77"
15644621,Mironova,597,Germany,Female,40,9,151167.94
15756056,Ku,561,Spain,Female,28,3,191387.76
15700353,Evans,662,France,Female,37,6,"512,29.17"
15624388,Henderson,649,Germany,Female,50,5,"873,51.42"
15627212,Smith,630,France,Female,36,2,"489,84.95"
15648005,Russell,672,Spain,Male,33,2,182738.00
15681446,Sun,636,Germany,Female,37,9,153535.27
15775888,McDonald,593,Germany,Female,38,5,125079.65
15749019,Wong,545,Germany,Male,45,6,162321.26
15709928,Niu,567,Spain,Female,41,1,"341,4.72"
15784676,Fanucci,583,France,Male,51,6,165082.25
15748116,Zetticci,681,France,Female,29,2,"520,21.39"
15612193,Hsia,762,Spain,Male,29,10,148256.43
15762984,McIntosh,648,Spain,Male,35,7,122899.01
15613713,Kozlova,644,France,Male,30,5,"107,71.46"
15664204,Meany,706,Spain,Male,29,2,"182,55.51"
15639415,Thompson,850,France,Male,35,3,183566.78
15806332,Le Gallienne,484,Spain,Female,39,5,175224.12
15614929,Cheng,508,Germany,Male,28,0,147913.56
15695492,P'eng,439,France,Female,29,6,180598.66
15635972,Lloyd,484,Spain,Male,36,8,186136.48
15616380,Wheeler,803,Spain,Female,37,1,"745,5.2"
15581440,Christie,724,Germany,Female,48,6,"805,52.11"
15654390,He,640,France,Male,33,7,"257,22.28"
15660688,King,701,Spain,Female,35,9,170996.86
15806307,Favors,537,France,Male,37,3,"206,03.32"
15647975,Vida,651,Germany,Male,26,5,141763.26
15595728,Thomas,523,Germany,Male,41,0,122284.38
15735388,Wayn,717,France,Female,25,7,190011.85
15788535,Tan,593,Spain,Male,44,5,128046.98
15765902,Gibson,706,Germany,Male,38,5,135662.17
15642345,Y?,714,Germany,Female,49,4,"757,1.51"
15641250,Calabresi,794,Spain,Male,38,9,"235,96.24"
15706163,Enyinnaya,518,Germany,Male,46,4,"927,27.42"
15746708,Ritchie,589,Germany,Male,55,7,"651,56.83"
15775203,Chia,824,France,Male,45,3,"601,51.77"
15787907,Wang,719,Germany,Female,42,5,149097.38
15646764,Lorenzo,617,Germany,Female,58,3,"351,99.24"
15678284,Pai,651,France,Male,35,7,129451.29
15726791,Nuttall,637,Spain,Female,45,2,145134.49
15813144,Osborne,554,France,Female,26,7,192709.69
15669342,Ferri,731,Germany,Male,35,2,139083.70
15710366,Hamilton,569,Spain,Female,42,1,"836,29.6"
15614934,McEwan,625,Germany,Female,37,4,"356,25.41"
15588701,Lai,592,France,Female,38,4,"353,38.96"
15665438,Hs?,669,France,Male,43,1,"156,02.8"
15644896,Thompson,663,Germany,Male,32,3,182355.21
15670205,Boyd,518,Germany,Female,41,5,"893,27.67"
15635776,Trevisani,686,Germany,Female,43,5,151903.60
15791053,Lucciano,709,Germany,Male,45,4,"11.,58"
15644005,Holman,571,France,Female,33,9,"775,19.62"
15796343,Bazhenov,707,France,Female,31,2,"914,23.69"
15751057,Douglas,701,Germany,Male,32,5,106287.77
15623430,Hill,672,France,Male,34,9,161800.77
15682600,Lo,620,Germany,Male,39,9,"805,82.34"
15769312,Forbes,557,Spain,Male,48,10,185094.48
15708212,Lin,648,Spain,Female,54,7,172586.89
15650258,Sinclair,479,France,Female,35,2,195649.79
15604345,Kemp,730,France,Female,22,9,145792.01
15578297,Ebelegbulam,737,Germany,Female,43,1,138510.01
15671789,Woods,616,France,Male,31,3,168895.06
15726186,Genovese,639,Spain,Male,29,4,"979,83.44"
15764618,Tseng,815,Spain,Female,39,6,"851,67.88"
15730738,Chiang,786,Spain,Male,31,9,"182,10.36"
15637650,Williams,549,France,Male,50,9,"136,08.18"
15606267,Wilson,622,France,Female,38,4,110457.99
15625904,Wang,624,France,Male,26,9,"312,31.35"
15654463,Moore,841,France,Male,34,4,141582.66
15774151,Iadanza,614,Spain,Female,41,7,"146,66.35"
15693259,Wallace,676,France,Male,30,1,"554,00.17"
15642468,Clark,697,France,Male,42,9,174667.65
15758531,Y?,732,France,Female,40,10,154189.08
15728352,Yermakov,623,France,Male,27,4,142170.44
15637240,Wei,541,France,Male,46,4,"944,99.06"
15595588,Chukwunonso,773,Spain,Female,39,4,182081.45
15778395,McIntyre,762,Germany,Male,34,4,"685,62.26"
15711825,Ts'ai,655,Spain,Female,35,1,"887,98.02"
15599251,Chung,602,Germany,Male,32,7,113781.99
15570004,Tsou,850,France,Male,31,3,121866.87
15656912,Aitken,649,Spain,Male,51,4,150390.57
15657342,Dawson,850,Germany,Male,28,4,"607,08.72"
15716284,Ward,543,France,Male,43,9,"788,58.07"
15672374,Pai,672,France,Male,52,8,"564,07.42"
15732476,Ifeanyichukwu,600,France,Female,27,3,125698.97
15747724,Briggs,671,Spain,Female,34,10,"232,35.38"
15633877,Morrison,706,Spain,Female,42,8,"757,32.25"
15672516,Wall,541,Germany,Male,51,7,179861.79
15607827,Nebechukwu,711,Germany,Male,34,4,"429,76.64"
15751336,Yao,630,Spain,Male,30,3,"104,86.69"
15646539,Liao,531,France,Male,31,3,"567,94.73"
15756901,Ch'ang,641,France,Female,26,4,"281,57.34"
15809286,Burke,631,Germany,Male,37,8,152422.91
15759021,Kay,685,France,Male,35,9,167033.83
15725039,McIntyre,702,Spain,Male,32,8,126082.18
15579130,Chidiegwu,708,Germany,Female,43,0,181499.77
15754112,Musgrove,653,Spain,Male,55,7,"419,67.03"
15735522,Boulger,654,Germany,Male,37,2,186300.59
15613326,Gow,596,France,Female,33,1,"854,12.54"
15739502,Amaechi,549,Germany,Female,31,9,"233,43.18"
15670914,Robe,754,France,Male,38,2,180698.32
15604073,Bibi,815,Germany,Female,25,8,136071.05
15806027,Niu,556,France,Female,52,9,175149.20
15574886,Palerma,706,France,Male,32,6,146949.74
15707120,Cocci,850,France,Male,46,9,"889,20.68"
15800845,Artemieva,732,Spain,Female,33,8,"450,98.62"
15603914,Arcuri,614,France,Male,40,6,"203,39.79"
15722765,Owen,580,Spain,Female,57,0,108528.74
15783305,Franklin,593,France,Female,46,7,145560.38
15574842,Lorenzo,653,Germany,Female,25,2,199357.24
15607837,Muriel,746,France,Female,29,4,"431,06.17"
15714877,MacDevitt,662,France,Female,29,10,137508.31
15782941,Chijindum,573,France,Male,31,2,"919,57.39"
15630167,Gibson,684,Spain,Female,39,4,120612.11
15759038,Whitehead,793,France,Female,41,3,102921.17
15661821,Johnstone,798,Germany,Female,49,5,"316,86.33"
15728006,Endrizzi,524,France,Male,40,2,180002.42
15712176,Burke,816,France,Male,31,8,"284,07.4"
15689351,Johnson,742,Germany,Female,41,4,"737,43.95"
